No,food,makanan,kalori,lemak,karbohidrat,gula,protein,serat,kolesterol,natrium,air,vitamin_A,vitamin_B1,vitamin_B11,vitamin_B12,vitamin_B2,vitamin_B3,vitamin_B5,vitamin_B6,vitamin_C,vitamin_D,vitamin_E,vitamin_K,kalsium,zat_besi,magnesium,fosfor,kalium,zinc,kepadatan_nutrisi
1055,beef breakfast strips cooked,potongan daging sapi sarapan yang dimasak,51,3.9,0.2,0,3.5,0,13.4,0.3,3,0,77,0.02,1,34,0.7,85,13,0,25,0.05,16,1,0.4,3.1,26.7,46.6,0.7,9
1056,pork olive loaf,roti babi zaitun,66,4.6,2.6,0,3.3,0,10.6,0.3,16.3,19,97,69,0.03,71,0.5,0.2,73,0,24,31,65,30.5,0.2,5.3,35.6,83.2,0.4,41.265
1057,beef luncheon meat jellied,daging sapi makan siang jeli,31,0.9,0,0,5.3,0,9.5,0.4,20.9,0,0.01,27,68,94,1.4,0.2,78,0,0,0,0,2.8,1,5,38.9,112.6,1,10
1058,turkey pastrami,pastrami kalkun,38,1.8,0.5,1,4.6,62,19.4,0.3,20.4,57,44,35,43,71,1,0.2,21,2.3,3,58,0,3.1,1.2,4,57,98.3,0.6,13.579
1059,pork salami,daging babi salami,41,3.4,0.2,0,2.3,0,7.9,0.2,3.6,0,56,94,35,72,0.6,0.1,72,0,0,0,0,1.3,0.1,2.2,22.9,37.8,0.4,7.3
1060,canadian style bacon raw,bacon mentah ala Kanada,45,2,0.5,0,5.9,0,14.3,0.3,19.1,0,0.2,0.04,17,93,1.8,0.1,0.1,0,4,35,0,2.3,0.2,4.8,69.3,98,0.4,10.9
1061,pork breakfast strips raw,potongan daging babi mentah untuk sarapan,88,8.4,0.2,0,2.7,0,15.6,0.2,10.7,0,0.1,47,66,49,0.8,0.1,84,6.1,0,0,0,1.8,0.2,2.7,31,46.1,0.4,19.4
1062,pickle pimiento loaf,roti acar pimiento,86,6.1,3.2,3.2,4.3,0.6,22,0.4,22.9,7,0.1,93,63,65,0.9,0.2,0.2,3,79,0.2,36,41.4,0.5,12.9,58.1,141,0.6,59.105
1063,luxury loaf,roti mewah,39,1.3,1.4,0,5.2,0,10.1,0.3,19.1,0,0.2,55,55,33,1,0.1,11,0,0.08,0,0,10.1,0.3,5.6,51.8,105.6,0.9,18.3
1064,mortadella,mortadella,47,3.8,0.5,0,2.5,0,8.4,0.2,7.8,0,0.07,15,11,89,0.4,84,94,0,21,67,18,2.7,0.2,1.7,14.6,24.5,0.3,9.7
1065,peppered loaf,roti berbumbu lada,42,1.8,1.3,1.3,4.9,0,13.1,0.2,19.2,0,0.1,64,12,5,0.9,0.2,81,0,79,84,32,15.4,0.3,5.7,48.5,112.3,0.9,23.7
1066,luncheon meat beef,daging sapi makan siang,10,0.3,0,0,1.8,0,3.2,0.1,6.9,0,57,95,0.5,67,0.4,7,54,0,26,59,76,0.9,0.3,1.7,12.9,37.4,0.3,3.3
1067,turkey roll,roti gulung kalkun,40,1.9,0.6,0,4.9,0,14.9,0.1,18.9,0,38,72,75,13,1.3,0.2,89,0,75,9,0,8.6,0.4,4.9,45.4,72.9,0.5,16.4
1068,italian salami,salami Italia,43,3.7,0.1,0.1,2.2,0,8,0.2,3.5,0,25,24,71,9,0.6,0.1,15,0,0,0,0,1,0.2,2.2,22.9,34,0.4,7.2
1069,turkey ham,daging ham kalkun,38,1.6,0.3,0.1,5.5,0,18.8,0.3,20.2,0,94,96,44,11,1,0.2,24,0,0,0.1,0,1.4,0.4,5.6,85.1,83.7,0.7,9.2
1070,turkey bologna,kalkun bologna,59,4.5,1.3,0.8,3.2,0.1,21,0.3,18.1,25,46,98,0,85,0.7,0.1,4,3.7,32,0.1,37,34.4,0.8,4.5,31.9,37.8,0.4,48.096
1071,sliced turkey breast,irisan dada kalkun,17,0.6,0.4,0.1,2.4,0,7.8,0.1,12.2,38,0,84,21,76,87,1.1,89,6,0,49,7,0,23,51,25,39.8,97,3.572
1072,luncheon meat pork beef,makan siang daging babi sapi,99,9,0.7,0,3.5,0,15.4,0.4,13.8,0,72,11,28,74,0.8,0.2,25,0,94,38,58,2.5,0.2,3.9,24.1,56.6,0.5,15.9
1073,beef bologna,daging sapi bologna,90,7.8,1.3,0.6,3.3,0,17.1,0.3,16.6,0.4,43,19,52,31,14,0.7,0.1,85,4.6,83,0.2,53,0.01,0.4,55,46.2,18,12.962
1074,turkey bacon cooked,daging kalkun dimasak,313,22.9,2.5,0,24.3,0,80.4,1.9,26.7,0,0.04,21,45,0.2,2.9,0,0.3,0,76,0.8,28,7.4,1.7,23.8,377.2,323.9,2.5,58.8
1075,ground emu cooked,emu giling yang dimasak,178,5.1,0,0,31,0,94.8,25,71.8,0.2,0,0.3,38,14,0.6,9.7,3.4,0.9,0,0,0.3,44,0.3,5.5,85,293.2,44,37.595
1076,ostrich leg raw,kaki burung unta mentah,94,1.5,0,0,19,0,56.1,67,64.6,0,0.2,34,97,0.3,4.1,1,0.4,0,0,0.2,0,4.3,2,18.7,187,272,3.3,26.8
1077,ostrich strip raw,potongan burung unta mentah,108,2.4,0,0,20.1,0,62.1,86,63,0,0.2,11,0.03,0.3,4.4,1.1,0.5,0,0,0.2,0,4.3,3.6,19.6,192.1,280.5,3.4,30.4
1078,ostrich tenderloin raw,daging tenderloin burung unta mentah,105,2.7,0,0,18.8,0,68,5,63.3,0,0.2,0.1,49,0.2,4.1,1,0.4,0,0,0.2,0,5.1,4.1,18.7,187,272,3.3,30.7
1079,green turtle raw,penyu hijau mentah,25,0.1,0,0,5.6,0,14.2,99,22.2,89,24,87,19,84,0.3,0,88,0,0,0.1,81,33.4,0.4,5.7,50.9,65.1,0.3,39.567
1080,goat meat raw,daging kambing mentah,494,10.5,0,0,93.4,0,258.6,0.4,344,0,0.5,84,0.03,2.2,17,0,0,0,0,0,0,59,12.8,0,816.5,1746.4,18.1,175.7
1081,ground emu raw,emu giling mentah,157,4.7,0,0,26.6,0,80.7,62,85.3,0,0.3,73,51,0.5,8.8,3.2,0.8,0,0,0.3,0,8.2,4.7,28.1,259.7,374.4,4.1,44.2
1082,ground ostrich raw,daging burung unta giling mentah,180,9.5,0,0,22,0,77.4,21,77.5,0,0.2,71,32,0.3,4.8,1.2,0.5,0,0,0.3,0,7.6,3.2,21.8,216.9,317.2,3.8,42.3
1083,ostrich tip raw,ujung burung unta mentah,97,2,0,0,18.6,0,61.2,41,64.7,0,0.2,99,17,0.2,4,1,0.4,0,0,0.2,0,4.3,2.4,18.7,181.1,263.5,3.2,27.3
1084,ostrich round raw,burung unta bulat mentah,99,2,0,0,18.7,0,60.4,74,64.3,0,0.2,87,12,0.2,4,1,0.4,0,0,0.2,0,4.3,3,18.7,183.6,267.8,3.2,28
1085,ground bison raw,daging bison giling mentah,124,6.1,99,0,17.2,0,46.8,42,60.9,0,0.1,0.02,8,0.2,4.5,0,0.3,0,0,0.2,23,9.4,2.4,17.9,164.9,278.8,3.9,35.102
1086,ostrich fan raw,kipas burung unta mentah,99,2.3,0,0,18.5,0,62.1,0.04,64.5,0,0.2,45,0.09,0.2,4,1,0.4,0,0,0.2,0,5.1,3.7,18.7,179.4,261.8,3.2,29.6
1087,ostrich top loin raw,daging paha atas burung unta mentah,101,2.5,0,0,18.4,0,63.8,73,64,0,0.2,42,32,0.2,4,1,0.4,0,0,0.2,0,5.1,2.7,18.7,181.9,265.2,3.2,28.7
1088,goose liver,hati angsa,125,4,5.9,0,15.4,0,484.1,0.1,67.5,8.8,0.5,0.7,22,0.8,6.1,5.8,0.7,4.2,0,0,0,40.4,28.7,22.6,245.3,216.2,2.9,107.4
1089,duck liver raw,hati bebek mentah,60,2,1.6,0,8.2,0,226.6,89,31.6,5.3,0.2,0.3,46,0.4,2.9,2.7,0.3,2,0,0,0,4.8,13.4,10.6,118.4,101.2,1.4,37.3
1090,ham,ham,46,2.5,1,0.3,4.6,0.4,16,0.2,18.8,0,0.2,79,74,94,0.8,0.1,41,1.1,0.08,76,0,6.7,0.3,6.2,42.8,80.4,0.4,16.6
1091,pork meat cooked,daging babi dimasak,283,14.1,0,0,14.1,0,112.6,0.7,79.2,0.02,0.8,0,44,0.3,11,0.7,0.7,0,95,0,0,10.7,0.7,41.5,369.8,615.1,2.6,39.657
1092,bacon roasted,daging babi panggang,43,3.3,0.1,0,3,0,8.8,34,1,0,37,0.05,7,81,15,0.9,51,0.09,0,2,39,97,96,0.1,3,42.6,0.09,6.516
1093,pork top loin roasts raw,daging babi panggang bagian atas mentah,3644,182.8,0,0,468.4,0,1.8,1,1.6,0.09,9.4,0,75,4,122.2,15.8,15.8,0,42,2.6,0,153.7,11.6,526.8,4741.2,7858.1,38,816.574
1094,pork blade roll raw,gulungan daging babi mentah,76,6.2,0,0,4.7,0,15,0.4,16.7,0,0.2,76,0.08,89,0.8,0.2,97,14,0,0,0,2,0.2,3.7,56.3,83.5,0.7,13.143
1095,pork backribs raw,iga babi mentah,2399,174.9,0,0,204.2,0,739,0.9,679.8,35,4.9,0,28,3.3,72.6,8.8,4.5,0,25,2.6,0,332,8.1,171.4,1649.3,2645.4,27.2,719.224
1096,pork spareribs cooked,iga babi dimasak,703,53.6,0,0,51.4,0,214.2,0.2,71.5,65,0.7,22,16,0.7,9.7,1.3,0.6,0,43,0.6,0,83.2,3.3,42.5,462,566.4,8.1,191.598
1097,pork stomach cooked,perut babi dimasak,44,2.1,29,0,6.1,0,89.4,35,20,0,0.08,0.09,67,0.05,0.4,0.2,38,0,0,87,0,4.2,0.3,4.2,36.5,24.1,0.8,12.779
1098,honey smoked ham cooked,ham asap madu dimasak,67,1.3,4,0,9.9,0,12.1,0.5,38.5,0,0.2,13,91,97,1.3,0.1,0.1,0.3,0,0,0,3.3,0.2,4.4,211.2,90.8,0.5,19
1099,boston butt steak raw,steak pantat boston mentah,844,56.1,0,0,79,0,281.2,0.3,313.8,51,2.4,0,88,1.6,19.2,6.6,2.2,0,28,1,0,72.6,5.1,90.7,861.8,1442.4,14,212.848
1100,pork sirloin chops cooked,daging babi panggang,140,4.5,0,0,23.3,0,65.6,1,53.9,75,75,0.5,0,0.07,0.2,6.4,0.8,0.4,0,0.01,0.1,0,12,0.6,73,238.6,43,28.239
1101,pork country style ribs raw,iga babi kampung mentah,242,15.1,0,0,24.8,0,94.7,61,87.3,9,0.5,0,55,0.3,3.9,2.1,0.7,0,28,0.3,0,28.2,1.1,26.9,247,407,3.6,69.223
1102,pork blade chops raw,daging babi cincang mentah,376,15.4,0,0,55.8,0,155.2,0.2,191.6,39,1.4,0,55,0.9,18.7,2.9,1.2,0,67,0.5,0,78.9,1.9,47.3,594.4,823.2,7.2,152.089
1103,pork tenderloin raw,daging babi panggang mentah,606,17.8,0,0,104.3,0,328.3,0.3,378.6,0,5,0,23,1.7,33.4,4.2,3.9,0,75,1.1,0,30.3,4.9,136.4,1227.2,1984.7,9.4,157.3
1104,pork sirloin chops raw,daging babi sirloin mentah,1090,23.3,0,0,205.5,0,567.6,0.6,669.4,23,5.5,0,83,2.3,66.2,6.6,5.5,0,5,1.5,0,81.1,5,207.2,2261.5,3189.5,15.5,314.931
1105,pork leg cap steak raw,steak kaki babi mentah,284,7.8,0,0,50,0,145.5,0.2,173.7,0,1.2,4,72,1,16.4,1.9,1.3,0,0,0.2,0,16.2,1.9,50.8,478.2,843.2,7.3,75.9
1106,pork carcass raw,bangkai babi mentah,1706,159.1,0,0,63.1,0,335.7,0.2,226,7,2.7,2,96,0.9,17.4,2.4,1.3,1.8,0,1.3,0,86.2,3.1,59,703.1,1147.6,7.2,313.327
1107,pork splean cooked,daging babi dimasak,446,9.6,0,0,84.3,0,1507,0.3,199.4,0,0.4,2,71,0.8,17.8,2.7,0.2,34.7,0,0,0,38.9,66.5,44.9,846.2,678.7,10.6,234
1108,chopped ham,daging ham cincang,50,2.9,1.2,0,4.6,0,16.5,0.3,18.3,0,0.2,8,6,35,1.1,0,0.01,0,25,87,0,2,0.2,4.5,43.4,89.3,0.5,10.9
1109,pork centre loin chops raw,daging babi bagian tengah mentah,338,18,0,0,41.2,0,137.3,0.1,138.7,48,1,0,0.02,0.4,13.2,1.4,1.4,0,62,0.2,0,37.8,1.3,49.8,415.9,682.6,3.5,98.301
1110,pork blade chops cooked,daging babi panggang,265,14.6,1.1,0,32.4,0,100.9,72,81.4,69,0.8,0,68,0.3,10.1,1.5,0.7,0,28,0.3,0,10.5,1.2,31.4,355,533.2,3,59.882
1111,boston butt steak cooked,steak pantat boston dimasak,494,32.7,0,0,46.4,0,181.3,0.1,101.7,66,0.9,0,64,0.7,7.2,2.4,0.8,0,51,0.2,0,48.1,3.2,42.6,384.8,564.3,9,130.498
1112,pork meat raw,daging babi mentah,179,18.6,0,0,2.6,0,20.4,21,7,94,0.05,0,86,59,0.7,0.1,0.07,0,55,0.1,0,4,0.07,1.7,23.8,94.2,0.2,25.261
1113,pork top loin chops raw,daging babi bagian atas mentah,287,12.8,0,0,39.9,0,124,99,130.2,74,1.2,0,87,0.3,14.8,1.3,1.3,0,89,0.2,0,13,0.9,48.1,418.1,690.1,2.9,66.684
1114,pork blade steak braised,daging babi panggang,694,44.7,87,0,68.2,0,256.1,0.4,148.2,0.4,0,1.1,0,0.1,0.9,9.5,3.5,1.2,0,32,0.3,0,0.5,4.5,0.06,599.3,0.1,115.063
1115,pork boston steaks cooked,steak babi boston dimasak,438,28.1,0,0,43.2,0,160.6,0.1,96.8,0.06,1.2,96,46,0.7,6.9,1.2,0.5,0.5,91,0.5,0,60.8,2.4,35.5,354.9,550.9,7.6,135.049
1116,bacon cooked,daging babi yang dimasak,43,3.1,68,0,3.5,0,10.1,0.2,1.9,53,0,31,0,37,66,1,0.1,47,0,0,9,0,47,0.1,71,35.4,64,6.747
1117,pickled pork hocks,daging babi panggang asin,48,3,0,0,5.4,0,25.2,0.3,19.2,55,56,58,61,66,0.3,0.02,47,0,0,47,0,5.4,0.3,1.7,17,13.3,0.7,14.146
1118,pork boston roast cooked,babi panggang boston dimasak,705,49.4,0,0,60.5,0,225.3,0.2,150.6,61,1.7,84,41,0.9,10.6,1.7,0.6,1.8,29,0.5,0,73.4,3.8,47.2,516.1,869.8,10.4,188.948
1119,canadian style bacon grilled,bacon panggang ala Kanada,43,2,0.3,0,5.7,0,13.6,0.4,14.5,0,0.2,0.07,0.03,54,1.6,0.1,0.1,0,48,61,0,2.4,0.2,4.9,69.6,91.7,0.4,10.6
1120,ham steak,daging panggang ham,70,2.4,0,0,11.1,0,25.7,0.7,41.2,0,0.5,64,0.08,0.1,2.9,0.4,0.2,18.4,0,0,0,2.3,0.6,10.8,148.2,185.3,1.2,34.8
1121,pork backfat,lemak punggung babi,3683,402.3,0,0,13.2,0,258.6,64,34.9,32,0.4,72,35,0.2,4.5,0.5,0.2,0.5,3,0,0,9.1,0.8,9.1,172.4,294.8,1.7,425.932
1122,bacon baked,daging panggang,44,3.5,0.1,0,2.9,0,8.7,0.2,1,0,52,0.09,95,53,58,0.9,77,84,0,0,38,47,54,0.1,78,41,3,6.673
1123,pork arm picnic raw,daging babi piknik mentah,5298,343.4,0,0,513.6,0,1.4,2.3,1.9,0.1,16.1,0,0.04,6.8,124,27.9,12.1,0,64,5.8,0,329.4,15.6,494.1,5490,11336.9,59,1202.1
1124,salt pork raw,daging babi asin mentah,212,22.8,0,0,1.4,0,24.3,0.8,3.1,0,54,11,49,0.01,0.5,78,48,0,35,0,0,1.7,0.1,2,14.7,18.7,0.3,26
1125,pork arm picnic cooked,lengan babi piknik dimasak,5292,322.7,0,0,560.3,0,1.7,2.2,1.9,7,9.9,0.1,86,7.3,119.5,27,7.8,0,62,5.9,0,360.3,20.7,495.4,5404.8,8039.6,69.8,1.264.074
1126,pork top loin chops cooked,daging babi bagian atas dimasak,270,11.2,0,0,39.4,0,97.2,64,84.3,62,0.02,0.7,0,67,0.3,13.4,1.4,0.7,0,43,0.3,0,0.1,1.2,52,298.4,79,51.481
1127,ground pork raw,daging babi giling mentah,329,26.5,0,0,21.1,0,90,33,76.3,34,0.9,55,5,0.3,5.4,0.8,0.5,0.9,0,0,0,17.5,1.1,23.8,218.8,358.8,2.8,67.15
1128,pork shoulder raw,daging babi mentah,1070,81.6,0,0,77.9,0,322.1,0.3,290.4,87,3.5,77,34,1.2,17.4,3.3,1.6,3.2,25,0.9,0,68,4.8,81.6,825.6,1369.9,12.2,235.572
1129,pork centre rib roasts raw,daging iga babi panggang mentah,275,9.7,0,0,44,0,113.1,0.1,146.2,0,1,0,94,0.4,13.5,1.5,1.5,0,72,0.3,0,48.5,1.2,50.5,436.3,725.2,4,103.4
1130,pork centre rib roasts roasted,daging iga babi panggang,1942,114.9,0,0,211.3,0,610.7,0.7,452.3,0.8,41,4.1,0,18,2.3,74.3,11.6,3.8,0,94,1.6,0,0.7,7.5,63,1800.9,0.3,331.5
1131,minced ham,daging ham cincang,55,4.3,0.4,0,3.4,0,14.7,0.3,12,0,0.1,94,59,73,0.9,94,81,0,58,12,0,2.1,0.2,3.4,33,65.3,0.4,10.4
1132,ham roasted,daging ham panggang,316,21.3,0.6,0,28.7,0,86.8,1.3,85.3,0,1.1,33,54,0.4,7.4,1,0.4,19.6,0,0,0,11.2,1.9,23.8,340.2,499.8,3.5,83.3
1133,pork loin raw,daging babi panggang mentah,232,14.7,0,0,23.1,0,73.7,3,78.3,49,1.1,13,19,0.3,5.4,0.8,0.6,0.7,44,0.2,0,21.1,0.9,24.6,230.5,416.5,2,60.563
1134,pork backribs roasted,iga babi panggang,2564,188.9,0,0,202,0,737.5,0.8,481.3,1.7,23,4,0,0.08,2.9,67,11.1,3.6,0,68,2.2,0,0.9,8.1,65,1448.7,0.3,397.1
1135,pork belly raw,perut babi mentah,2350,240.5,0,0,42.4,0,326.6,0.1,166.7,95,1.8,88,75,1.1,21.1,1.2,0.6,1.4,0,1.8,0,22.7,2.4,18.1,489.9,839.2,4.6,309.486
1136,ham raw,daging ham mentah,266,18.2,46,0,23.8,0,54.6,1.5,93.2,0,1.3,21,34,0.3,4.5,0.6,0.7,0,54,0.3,0,8.4,1.2,19.6,245,442.4,2.3,51.697
1137,ham extra lean,daging ham ekstra ramping,45,2.3,0.6,0,5.1,0,14.8,0.4,18.7,0,0.2,22,97,28,1.4,0.1,0.1,0,94,0.04,0,2,0.3,5,66.1,83.2,0.6,10.3
1138,pork feet pickled,kaki babi diasinkan,635,45.5,29,0,52.8,0,376.5,4.3,340.2,98,31,61,3,85,1,1.2,58,0,0.01,1,0,145.2,1.4,49.9,394.6,59,0.9,245.019
1139,pork shoulder cooked,daging babi panggang,394,28.9,0,0,31.4,0,121.5,1,74,4,0.8,65,7,0.4,5.4,0.8,0.4,0.7,7,0.3,0,32.4,1.8,24.3,286.2,444.2,5,95.226
1140,pork top loin roasts roasted,daging babi panggang bagian atas,1628,74.8,0,0,224.3,0,678.4,0.4,540.7,0.7,11,4.6,0,51,2,60.2,5.7,5.9,0,17,0.9,0,0.7,5.4,52,1891,0.3,306.4
1141,pork skin,kulit babi,154,8.9,0,0,17.3,0,26.9,0.5,0.5,37,9,0,36,34,0.4,0.1,96,0.1,0,0.1,0,8.5,0.2,3.1,24.1,35.9,0.2,35.03
1142,pork country style ribs cooked,iga babi gaya pedesaan dimasak,235,15.2,0,0,22.8,0,88.6,49,46.4,98,0.4,0,16,0.2,4.8,1.2,0.4,0,0.09,0.1,0,29.2,1.2,19.8,173.7,247.7,3.6,68.402
1143,pork blade steak raw,daging babi panggang mentah,664,43.7,0.6,0,67.6,0,243.7,0.6,276.5,0,1.9,0,0.01,1.3,14.8,5.6,1.9,0,83,0.8,0,59,3.8,70.7,829.2,1536.6,11.1,174.7
1144,pork tenderloin cooked,daging babi panggang,153,6.2,0,0,22.7,0,71.4,91,46.4,17,0.7,51,14,0.3,3.8,0.7,0.4,0.8,0,0,0,3.8,1.1,26.6,220.4,337.4,2.2,34.679
1145,pork loin cooked,daging babi panggang,213,12.1,0,0,24.2,0,71.2,77,51.9,8,0.6,66,24,0.2,3.9,0.6,0.3,0.5,7,0.2,0,18.7,1,16.9,161.1,332.9,2.1,56.575
1146,pork ears cooked,telinga babi dimasak,184,12,0.2,0,17.7,0,99.9,0.2,80.6,0,4,0,0,0.07,0.6,51,66,0,0,0,0,20,1.7,7.8,26.6,44.4,0.2,51.6
1147,pork tongue cooked,lidah babi dimasak,626,43,0,0,55.7,0,337.3,0.3,131.4,0,0.7,19,77,1.2,12.3,1.2,0.5,3.9,0,0,0,43.9,11.5,46.2,401.9,547.5,10.5,158
1148,pork spareribs raw,iga babi mentah,3593,303.5,0,0,200.6,0,1.6,1.1,775,0,4.1,0,55,3.3,60.5,8.1,7.4,0,84,4.8,0,194.6,11.8,207.5,1828.8,3138.7,32.4,710.5
1149,ham patties grilled,roti ham panggang,205,18.5,1,0,8,0,43.2,0.6,30.8,0,0.2,34,46,0.1,1.9,0.2,85,0,56,0.3,0,5.4,1,6,60.6,146.4,1.1,33.9
1150,chicken skin roasted,kulit ayam panggang,508,45.6,0,0,22.8,0,93,28,45.1,83,21,0.08,99,0.1,6.3,0.8,0.1,0,26,0.4,32,15.7,1.7,16.8,140,152.3,1.4,85.844
1151,turkey breast raw,dada kalkun mentah,3554,158.9,0,0,495.6,0,1.6,1.3,1.9,15,1.3,0.2,4,2.6,117.7,14.1,10.9,0,0,0,0,294.3,27.2,543.4,4211,6226,35.5,976.092
1152,ground turkey raw,kalkun giling mentah,169,8.7,0,0,22.4,0,78.7,47,82.5,41,37,73,0.08,0.2,7.7,1.1,0.6,0,86,0.1,0,21.7,1.2,26.2,228,270.2,2.7,54.095
1153,chicken wing cooked,sayap ayam dimasak,52,3.5,0,0,4.8,0,14.7,86,13.1,41,36,71,92,97,1,0.1,86,0,22,52,92,2.5,0.2,3.4,25.4,29.2,0.3,11.058
1154,turkey roast roasted,kalkun panggang panggang,209,7.8,4.1,0,28.8,0,71.6,0.9,91.6,0,58,54,79,0.2,8.5,1.1,0.4,0,84,0.5,0.09,6.8,2.2,29.7,329.4,402.3,3.4,49.7
1155,pheasant meat raw,daging burung pegar mentah,1448,74.3,0,0,181.6,0,568,0.3,542.2,0.4,0.6,64,15,1.1,51.4,7.4,5.3,42.4,0,0,0,96,9.2,160,1712,1944,7.7,403.9
1156,chicken back raw,punggung ayam mentah,188,17,0,0,8.3,0,46.6,43,34.3,87,22,84,26,63,2.9,0.5,0.1,0.9,0,0.2,0.03,7.7,0.6,8.9,66.7,85,0.7,34.564
1157,chicken back cooked,ayam dimasak kembali,93,6.5,0,0,8,0,28.1,91,21.9,5,26,35,52,35,1.6,0.3,48,0,84,74,51,6.5,0.4,5.8,43.2,52.2,0.7,21.425
1158,chicken leg fried,paha ayam goreng,431,25.5,13.8,0,34.4,0.5,142.2,0.4,82.3,0.07,0.2,89,56,0.3,8.6,1.6,0.4,0,0,0,0,28.4,2.2,31.6,240.2,298.6,3.4,104.858
1159,chicken feet cooked,ceker ayam dimasak,975,66.2,0.9,0,88,0,381,0.3,298.5,0.1,0.3,0.4,11,0.9,1.8,0,52,0,68,1.2,36,399.2,4.1,22.7,376.5,140.6,3.1,558.5
1160,turkey steak fried,steak kalkun goreng,179,10.8,10.9,0,9.1,0,41,0.5,31.6,92,75,71,88,0.1,1.3,0.3,0.1,0,0,0,0,9,1.4,9.6,149.8,166.4,0.9,41.229
1161,turkey taco meat cooked,daging taco kalkun dimasak,271,13.9,5.5,0,30.7,0,129.9,1.2,128.1,0,0.1,51,62,0.6,5.5,1.1,0.5,0,0,0.5,89,126.3,3.3,49.4,329.4,543.5,4.6,179.7
1162,chicken leg raw,paha ayam mentah,736,54.9,0.6,0,56.3,0,319.9,0.3,231.5,18,0.3,53,96,0.5,16.3,3.4,1.1,0.7,33,0.8,96,31,2.4,65.4,533.2,698.3,5.1,145.973
1163,chicken meat raw,daging ayam mentah,1978,138.6,0,0,171.1,0,690,0.6,607.1,0.4,0.6,39,69,1.1,62.6,8.4,3.2,14.7,54,2.8,54,101.2,8.3,184,1352.4,1738.8,12.1,434.3
1164,chicken neck cooked,leher ayam dimasak,94,6.9,0,0,7.5,0,26.6,85,23.5,65,0.05,78,79,35,1.3,0.2,33,0,87,0.1,32,10.3,0.9,4.9,46.4,41,1,25.616
1165,chicken drumstick fried,paha ayam goreng,193,11.3,6,0,15.8,0.2,61.9,0.2,38,28,49,65,61,0.2,3.7,1.2,0.2,0,0,0,0,12.2,1,14.4,105.8,133.9,1.7,46.519
1166,quail egg,telur puyuh,14,1,0.08,48,1.2,0,76,42,6.7,83,14,89,39,1,76,0.2,16,0,47,0.03,0.01,5.8,0.3,1.2,20.3,11.9,0.1,8.343
1167,chicken neck raw,leher ayam mentah,149,13.1,0,0,7,0,49.5,27,30,66,79,0.05,28,21,1.8,0.4,5,0,0,0.2,0,9,1,6.5,56,68.5,0.9,30.146
1168,duck egg,telur bebek,130,9.6,1,0.7,9,0,618.8,0.1,49.6,0.1,0.1,0.09,0.02,0.3,0.1,1.3,0.2,0,26,0.9,98,44.8,2.7,11.9,154,155.4,1,67.2
1169,pheasant breast raw,dada burung pegar mentah,484,11.8,0,0,88.7,0,211.1,0.1,263.5,0.2,0.3,88,9,0.4,31.1,3.5,2.7,21.8,0,0,0,10.9,2.9,76.4,728,880.9,2.3,136.3
1170,duck meat raw,daging bebek mentah,5123,498.8,0,0,145.7,0,963.7,0.8,615,0.6,2.5,0.2,48,2.7,49.9,12.1,2.4,35.5,88,8.9,25,139.5,30.4,190.2,1762.5,2650.1,17.2,850.5
1171,squab meat raw,daging burung merpati mentah,585,47.4,0,0,36.8,0,189.1,0.1,112.6,0.1,0.4,54,12,0.4,12,1.5,0.8,10.3,0,0,0,23.9,7,43.8,493.5,396,4.4,125.5
1172,chicken drumstick raw,paha ayam mentah,211,12.4,0.1,0,23.4,0,122.4,0.1,96.4,67,0.1,39,42,0.2,6.4,1.4,0.4,0,44,0.3,7,13.3,0.8,26.6,220.8,296.6,2.6,50.075
1173,chicken breast raw,dada ayam mentah,299,16.1,0,0,36.3,0,111.4,0.1,120.9,26,0.1,82,57,0.1,17.2,1.4,0.9,0,53,0.5,0,19.1,1.3,43.5,302.8,382.8,1.4,72.834
1174,ground chicken cooked,ayam giling masak,474,27.4,0,0,58.4,0,268.6,0.2,162.9,0.2,0,0.3,93,79,0.8,17.8,3.3,1.4,0,0,1,44,0.2,2.3,38,587.3,47,87.678
1175,goose meat raw,daging angsa mentah,6077,550.7,0,0,259.8,0,1.4,1.2,813.4,0.3,1.4,94,49,4,59.1,21.2,6.4,68.8,0,0,0,196.6,41,294.8,3832.9,5045,28.2,1117.2
1176,turkey breast roasted,dada kalkun panggang,3266,128,0,0,496.1,0,1.7,1.1,1.4,0,1,0.1,4,2.3,110,11,8.3,0,0,0,0,362.9,24.2,466.6,3628.8,4976.6,35.1,1011.2
1177,chicken fajita strips,potongan fajita ayam,13,0.5,0.2,0,1.7,0,8.3,44,6.6,41,28,62,11,21,0.4,5,49,0,0,31,15,1.2,97,2.1,26,26.7,0.1,3.66
1178,crispy chicken strips tyson,potongan ayam renyah tyson,145,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1179,chocolate pudding fat free,puding coklat bebas lemak,105,0.3,23.6,17.8,2.2,0.3,1.1,0.1,86.1,0,21,0.06,69,46,22,0.2,84,0,0,0,98,44.1,1.9,17,61,235,0.3,72.4
1180,tapioca pudding,puding tapioka,143,4.3,23.9,16.4,2.1,0,1.1,0.2,79,0,25,3,21,0.1,31,0.3,52,0.3,0,0.2,0.01,78.1,0.1,6.6,66,101.2,0.2,108.8
